trajID,t,x,y,z
219,15,81,194.5,0
219,16,65,194.5,0
219,17,49,195.5,0
219,18,33,195.5,0
219,19,17,195.833333333333,0
220,1,218,188,0
220,2,200,188,0
220,3,182,188.5,0
220,4,165,188.5,0
220,5,148,189.5,0
220,6,131,189.5,0
220,7,114,189.5,0
220,8,97,189.5,0
220,9,79.5,190.5,0
220,10,63,190.5,0
220,11,46.5,190.5,0
220,12,31,191.5,0
220,13,14.8333333333333,191.833333333333,0
221,1,268.5,167.5,0
221,2,246.5,168,0
221,3,225.5,168.5,0
221,4,205,169,0
221,5,184,169,0
221,6,164,170,0
221,7,143.5,170,0
221,8,123.5,171,0
221,9,103.5,171.5,0
221,10,83.5,171.5,0
221,11,64.5,172.5,0
221,12,45.5,172.5,0
221,13,26,173,0
221,14,6.83333333333333,173.5,0
222,1,140,180,0
222,2,122,180.5,0
222,3,104,180.5,0
222,4,86,181,0
222,5,69,181.5,0
222,6,51,181.5,0
222,7,33.5,182.5,0
222,8,16,183,0
223,1,50.5,104.5,0
223,2,73,103.5,0
223,3,95,102.5,0
223,4,117.5,101.5,0
223,5,140,100.5,0
223,6,163,100,0
223,7,185.5,99,0
223,8,210,97.5,0
223,9,233.5,96.5,0
223,10,258.5,96,0
223,11,282,95,0
223,12,306.5,94,0
223,13,330.833333333333,93.1666666666667,0
224,1,45.5,49.5,0
224,2,65.5,49.5,0
224,3,86,48,0
224,4,107.5,48,0
224,5,127.5,47,0
224,6,149,46,0
224,7,170.5,46,0
224,8,192.5,45,0
224,9,215,44,0
224,10,236,42.5,0
224,11,258,42.5,0
224,12,280.5,41.5,0
224,13,303.5,40,0
224,14,326,39.1666666666667,0
225,1,321,194.5,0
225,2,307,195,0
225,3,293,195,0
225,4,279.5,195.5,0
225,5,266.5,195.5,0
225,6,253.5,195.5,0
225,7,240.5,195.5,0
225,8,227.5,195.5,0
225,9,214.5,196,0
225,10,201.5,196,0
225,11,188.5,196,0
225,12,176,196.5,0
225,13,163.5,196.5,0
225,14,151.5,197,0
225,15,138.5,196,0
225,16,126,197.5,0
225,17,114,197.5,0
225,18,102,197.5,0
225,19,89,197.5,0
225,20,77.5,198.5,0
225,21,66,198.5,0
225,22,53.5,198.5,0
225,23,41.5,199,0
225,24,30,199,0
225,25,18,199.166666666667,0
226,1,303,168.5,0
226,2,282,169.5,0
226,3,260.5,169.5,0
226,4,239.5,170.5,0
226,5,219,170.5,0
226,6,199,171.5,0
226,7,178.5,171.5,0
226,8,158.5,172,0
226,9,138.5,172.5,0
226,10,119.5,172.5,0
226,11,99.5,173.5,0
226,12,80.5,174,0
226,13,61,175,0
226,14,42,174.5,0
226,15,22.8333333333333,174.833333333333,0
227,1,315.5,187,0
227,2,299.5,187,0
227,3,283,187,0
227,4,266.5,187.5,0
227,5,251,187.5,0
227,6,235.5,187.5,0
227,7,220.5,188,0
227,8,203,188,0
227,9,187,188.5,0
227,10,172.5,188.5,0
227,11,157.5,189,0
227,12,142,189,0
227,13,126,189,0
227,14,111.5,189.5,0
227,15,96,189.5,0
227,16,81,190,0
227,17,66.5,190,0
227,18,51.5,190,0
227,19,36.5,190.5,0
227,20,21.6666666666667,190.666666666667,0
228,1,41,56,0
228,2,60,55.5,0
228,3,79,54.5,0
228,4,99.5,53.5,0
228,5,119.5,53.5,0
228,6,139.5,52.5,0
228,7,160,51.5,0
228,8,181,51.5,0
228,9,202,50,0
228,10,224,49,0
228,11,246.5,49,0
228,12,267.5,48.5,0
228,13,289,47.5,0
228,14,310.5,46.5,0
228,15,331.833333333333,45.6666666666667,0
229,1,319,196.5,0
229,2,304,196.5,0
229,3,288.5,196.5,0
229,4,273,197,0
229,5,258,197.5,0
229,6,243,197.5,0
229,7,228,197.5,0
229,8,213,198,0
229,9,198,198,0
229,10,183.5,198.5,0
229,11,169,198.5,0
229,12,154.5,199,0
229,13,140,199,0
229,14,126,199.5,0
229,15,112,200,0
229,16,98,200,0
229,17,84,200.333333333333,0
230,1,328,195,0
230,2,312.5,195.5,0
230,3,297,196,0
230,4,282,196,0
230,5,268,196.5,0
230,6,253.5,196.5,0
230,7,239.5,196.5,0
230,8,225,197,0
230,9,210,197.5,0
230,10,196,197.5,0
230,11,181.5,198,0
230,12,167.5,198,0
230,13,153.5,199,0
230,14,139.5,199,0
230,15,125.5,199,0
230,16,112.5,200,0
230,17,98,200,0
230,18,84.5,200,0
230,19,71.5,201,0
230,20,58,201,0
230,21,46,202,0
230,22,31,202,0
230,23,18,202,0
230,24,4.66666666666667,202.333333333333,0
231,1,303.5,169,0
231,2,282,169.5,0
231,3,261.5,170,0
231,4,240.5,170.5,0
231,5,220,171,0
231,6,200,171,0
231,7,180,172,0
231,8,159.5,172,0
231,9,140,173,0
231,10,120.5,173,0
231,11,101.5,173.5,0
231,12,82.5,174,0
231,13,63.5,174.5,0
231,14,44.5,174.5,0
231,15,25.5,174.833333333333,0
232,1,300,170.5,0
232,2,279,171,0
232,3,258,171,0
232,4,237.5,171,0
232,5,216.5,172,0
232,6,196,172.5,0
232,7,175.5,173.5,0
232,8,156.5,173,0
232,9,136.5,173.5,0
232,10,117,174.5,0
232,11,98,174.5,0
232,12,79,175,0
232,13,59.5,175.5,0
232,14,41.5,175.5,0
232,15,22.6666666666667,175.833333333333,0
233,1,54.5,50.5,0
233,2,75,50,0
233,3,95.5,49.5,0
233,4,116,49,0
233,5,137.5,48,0
233,6,158,47,0
233,7,180,46.5,0
233,8,201.5,46,0
233,9,223.5,45,0
233,10,245.5,44,0
233,11,267.5,43.5,0
233,12,290,42.5,0
233,13,312.166666666667,41.6666666666667,0
234,1,320.5,196,0
234,2,307,197,0
234,3,294,196.5,0
234,4,281.5,196.5,0
234,5,268,198.5,0
234,6,255.5,199,0
234,7,243.5,199,0
234,8,231,199,0
234,9,218.5,199.5,0
234,10,205.5,199,0
234,11,194,200,0
234,12,182,200.5,0
234,13,169.5,200.5,0
234,14,158,201,0
234,15,146,201.5,0
234,16,133.5,201.5,0
234,17,122.5,202,0
234,18,110.5,202.5,0
234,19,98.5,202.5,0
234,20,87.5,203,0
234,21,76,203.5,0
234,22,65,203.5,0
234,23,53.5,203.5,0
234,24,42.5,204.5,0
234,25,31.5,204.5,0
234,26,20.3333333333333,204.833333333333,0
235,1,59.5,55,0
235,2,79,55,0
235,3,99,54,0
235,4,119.5,53,0
235,5,140,52.5,0
235,6,160,51.5,0
235,7,180.5,50.5,0
235,8,202,49,0
235,9,223,48.5,0
235,10,244.5,47.5,0
235,11,266,47,0
235,12,288,46,0
235,13,309.666666666667,45.1666666666667,0
236,1,310.5,187,0
236,2,293,187.5,0
236,3,276,187.5,0
236,4,259,188,0
236,5,242,188.5,0
236,6,225.5,188.5,0
236,7,208.5,189,0
236,8,192,189,0
236,9,176,189,0
236,10,159.5,190,0
236,11,143.5,190,0
236,12,128,190,0
236,13,112.5,191,0
236,14,96.5,191,0
236,15,81,191,0
236,16,65.5,191.5,0
236,17,50.5,192,0
236,18,34.5,192,0
236,19,19,192.333333333333,0
237,1,49,82.5,0
237,2,77,81.5,0
237,3,105.5,80,0
237,4,133.75,78.75,0
238,1,36.5,58,0
238,2,55,57,0
238,3,74.5,56,0
238,4,94.5,55,0
238,5,114.5,54,0
238,6,135,52.5,0
238,7,155.5,51.5,0
238,8,175.833333333333,50.3333333333333,0
239,1,325,180.5,0
239,2,307,180.5,0
239,3,289,181,0
239,4,270.5,181,0
239,5,253.5,182,0
239,6,236,182,0
239,7,219.5,183,0
239,8,202.5,183,0
239,9,185.5,184,0
239,10,169.5,184,0
239,11,152.5,184.5,0
239,12,136,185,0
239,13,119.5,185,0
239,14,103.5,185.5,0
239,15,87.5,186,0
239,16,71.5,186.5,0
239,17,56,187,0
239,18,41,187.5,0
239,19,25,188,0
239,20,9.5,188.5,0
240,1,178.5,80,0
240,2,208,79,0
240,3,237.5,77,0
240,4,268.5,75,0
240,5,298.5,74,0
240,6,328.666666666667,72.3333333333333,0
241,1,322.5,195.5,0
241,2,309.5,195.5,0
241,3,296,195.5,0
241,4,282,195.5,0
241,5,268,196.5,0
241,6,255.5,196,0
241,7,242.5,196.5,0
241,8,229,196.5,0
241,9,216,196.5,0
241,10,202.5,196.5,0
241,11,189.5,196.5,0
241,12,176.5,197.5,0
241,13,163.5,198,0
241,14,151,198,0
241,15,138.5,198,0
241,16,125,198,0
241,17,112.5,198,0
241,18,100.5,199,0
241,19,88,199,0
241,20,75,199,0
241,21,62.5,200,0
241,22,50,200,0
241,23,38,200,0
241,24,25,200,0
241,25,12.5,200,0
242,1,128.5,52,0
242,2,148.5,51,0
242,3,170,50,0
242,4,191.5,49.5,0
242,5,213,48,0
242,6,235.5,47,0
242,7,257.5,46.5,0
242,8,280,45.5,0
242,9,302,44.5,0
242,10,324.166666666667,43.6666666666667,0
243,1,246,178,0
243,2,227.5,179,0
243,3,209.5,179,0
243,4,191.5,179.5,0
243,5,173.5,180,0
243,6,156.5,180,0
243,7,138.5,180.5,0
243,8,121.5,181,0
243,9,104.5,181,0
243,10,87,181.5,0
243,11,69.5,182,0
243,12,52.5,182,0
243,13,35.5,182.5,0
243,14,18.3333333333333,182.833333333333,0
244,1,47.5,105.5,0
244,2,71.5,104.5,0
244,3,97,103.5,0
244,4,122,102.5,0
244,5,147.5,102,0
244,6,172.5,101,0
244,7,198.5,99.5,0
244,8,225,98.5,0
244,9,251,97.5,0
244,10,278.5,96.5,0
244,11,305,95.5,0
244,12,331.666666666667,94.5,0
245,1,300,178.5,0
245,2,281.5,179,0
245,3,263,179,0
245,4,245,179.5,0
245,5,228,180,0
245,6,210,180,0
245,7,192,180.5,0
245,8,174.5,181,0
245,9,157.5,181,0
245,10,140.5,181,0
245,11,123.5,182,0
245,12,106.5,182,0
245,13,90,182.5,0
245,14,73.5,183,0
245,15,56.5,183,0
245,16,40.5,183.5,0
245,17,24,184,0
245,18,7.5,184.333333333333,0
246,1,315,194.5,0
246,2,300.5,194.5,0
246,3,286.5,194.5,0
246,4,273,195,0
246,5,259,195,0
246,6,246,196,0
246,7,232.5,196,0
246,8,219,196,0
246,9,205,197,0
246,10,191.5,197,0
246,11,178.5,197,0
246,12,165.5,196.5,0
246,13,151.5,197,0
246,14,138.5,198,0
246,15,125.5,198,0
246,16,113,198,0
246,17,99.5,198,0
246,18,86,198,0
246,19,74,198,0
246,20,61.5,199,0
246,21,47.5,199,0
246,22,35.5,199,0
246,23,22.6666666666667,199.333333333333,0
247,1,307,169,0
247,2,287.5,169,0
247,3,268,169.5,0
247,4,249,170,0
247,5,230.5,170,0
247,6,211.5,171,0
247,7,193,171,0
247,8,174.5,172,0
247,9,157,172,0
247,10,139,172.5,0
247,11,121.5,173,0
247,12,103.5,173.5,0
247,13,86.5,173.5,0
247,14,68.5,174.5,0
247,15,51.5,174.5,0
247,16,34,175,0
247,17,16.5,175.5,0
248,1,273.5,187.5,0
248,2,257,188,0
248,3,240.5,188,0
248,4,224,188.5,0
248,5,208,189,0
248,6,191.5,189,0
248,7,175.5,189.5,0
248,8,159.5,189,0
248,9,144.5,189,0
248,10,128,191,0
248,11,112.5,191,0
248,12,96.8333333333333,191.666666666667,0
249,1,319.5,166.5,0
249,2,298.5,167,0
249,3,277.5,167.5,0
249,4,257,167.5,0
249,5,236.5,168.5,0
249,6,216.5,169,0
249,7,196.166666666667,169.5,0
250,1,60,84.5,0
250,2,85.5,83.5,0
250,3,112.5,82,0
250,4,140.5,81,0
250,5,168,80,0
250,6,196.5,79,0
250,7,228,77.5,0
250,8,254,76.5,0
250,9,284,75.5,0
250,10,313,74,0
250,11,341.333333333333,72.8333333333333,0
251,1,320.5,196,0
251,2,306.5,196,0
251,3,292.5,196.5,0
251,4,278,196.5,0
251,5,264,197,0
251,6,250,196.5,0
251,7,236.5,196.5,0
251,8,223,196,0
251,9,209,198,0
251,10,195,196.5,0
251,11,181.5,197.5,0
251,12,168,198,0
251,13,154,197.5,0
251,14,141,198,0
251,15,127.5,198,0
251,16,114.5,198.5,0
251,17,100.5,198.5,0
251,18,88,198.5,0
251,19,74,199,0
251,20,61,199.5,0
251,21,47.5,199.5,0
251,22,35,200,0
251,23,22,200.333333333333,0
252,1,40,48.5,0
252,2,60,48.5,0
252,3,80,47.5,0
252,4,100.5,47,0
252,5,120.5,46,0
252,6,141,45,0
252,7,162,44,0
252,8,182,44,0
252,9,203.5,43.5,0
252,10,224.5,42,0
252,11,244.5,42,0
252,12,264,41.5,0
252,13,288.5,40,0
252,14,312.5,39,0
252,15,335.166666666667,38,0
253,1,328,197.5,0
253,2,315,197.5,0
253,3,301.5,197.5,0
253,4,288,198,0
253,5,275,198.5,0
253,6,261,198.5,0
253,7,249,198,0
253,8,237.5,199,0
253,9,223,199,0
253,10,209.5,199.5,0
253,11,198,200,0
253,12,185.5,200,0
253,13,172,200.5,0
253,14,160.5,200.5,0
253,15,148,199.5,0
253,16,136,199.5,0
253,17,122.5,199.5,0
253,18,112.5,202,0
253,19,100,202,0
253,20,88.5,202,0
253,21,75.5,203,0
253,22,63.1666666666667,203.333333333333,0
254,1,53,83.5,0
254,2,79,82.5,0
254,3,105,81.5,0
254,4,131.5,80.5,0
254,5,158,79.5,0
254,6,185,78.5,0
254,7,213,76.5,0
254,8,241,75.5,0
254,9,268.5,74.5,0
254,10,296,73,0
254,11,323.666666666667,71.8333333333333,0
255,1,323.5,178.5,0
255,2,306.5,179,0
255,3,290,179.5,0
255,4,273.5,179.5,0
255,5,257,180,0
255,6,240.5,180.5,0
255,7,224.5,180.5,0
255,8,209,180.5,0
255,9,193.5,181.5,0
255,10,177.5,181.5,0
255,11,162.5,181.5,0
255,12,147,182,0
255,13,132,182.5,0
255,14,116.5,182.5,0
255,15,102,183,0
255,16,87,183,0
255,17,72.5,183.5,0
255,18,57.5,183.5,0
255,19,43.5,184,0
255,20,29,184,0
255,21,14.5,184.166666666667,0
256,1,52,55,0
256,2,77,54.5,0
256,3,102.5,53.5,0
256,4,127,53,0
256,5,152,52.5,0
256,6,177.5,52,0
256,7,203.5,51,0
256,8,229.5,50,0
256,9,256.5,49.5,0
256,10,283,48.5,0
256,11,309.5,48,0
256,12,336.166666666667,47.3333333333333,0
257,1,56,105.5,0
257,2,81.5,104.5,0
257,3,107.5,103.5,0
257,4,134,102,0
257,5,160.5,101,0
257,6,187.5,100,0
257,7,214.5,99,0
257,8,242,98,0
257,9,270,97,0
257,10,298,95.5,0
257,11,325.833333333333,94.3333333333333,0
258,1,43.5,122.5,0
258,2,67,121.5,0
258,3,90.5,120.5,0
258,4,114.5,119.5,0
258,5,139,119,0
258,6,164,118,0
258,7,189,117,0
258,8,214,116,0
258,9,239.5,115.5,0
258,10,265,115,0
258,11,291.5,114,0
258,12,317.333333333333,113.333333333333,0
259,1,258,194.5,0
259,2,244.5,194.5,0
259,3,229.5,195,0
259,4,214.5,195,0
259,5,200,195,0
259,6,186,195.5,0
259,7,171.5,195.5,0
259,8,157.5,196,0
259,9,143.5,196.5,0
259,10,129.5,196.5,0
259,11,115.5,196.5,0
259,12,101.5,197,0
259,13,87,197,0
259,14,73,197.5,0
259,15,59.5,197.5,0
259,16,45.5,198,0
259,17,31.5,198,0
259,18,17.6666666666667,198.166666666667,0
260,1,47,87,0
260,2,77,86,0
260,3,107,84.5,0
260,4,137.5,83,0
260,5,168.5,82,0
260,6,200,80.5,0
260,7,232.5,79,0
260,8,265,77.5,0
260,9,297,76.5,0
260,10,329.333333333333,75.1666666666667,0
261,1,320,193.5,0
261,2,306,193.5,0
261,3,292.5,194,0
261,4,279,194.5,0
261,5,264.5,194.5,0
261,6,250.5,194.5,0
261,7,237,195,0
261,8,224.5,195.5,0
261,9,211.5,195.5,0
261,10,198,195.5,0
261,11,184,195.5,0
261,12,171.5,196.5,0
261,13,159,196.5,0
261,14,145,196.5,0
261,15,132.5,196.5,0
261,16,119.5,197,0
261,17,107,197.5,0
261,18,95,197.5,0
261,19,82,197.5,0
261,20,69,197.5,0
261,21,57,198,0
261,22,44,198.5,0
261,23,31.5,198.5,0
261,24,19,198.833333333333,0
262,1,36,106,0
262,2,60.5,105,0
262,3,87,104,0
262,4,112.5,103,0
262,5,139,101.5,0
262,6,165.5,101,0
262,7,193,100,0
262,8,221,98.5,0
262,9,248.5,97.5,0
262,10,276,96.5,0
262,11,304,95.5,0
262,12,331.666666666667,94.5,0
263,1,148,169.5,0
263,2,127.5,170.5,0
263,3,107,171,0
263,4,86.5,172,0
263,5,65.5,172,0
263,6,46,172.5,0
263,7,26,173,0
263,8,5.83333333333333,173.333333333333,0
264,1,196,188.5,0
264,2,180,189,0
264,3,163.5,189,0
264,4,148,189.5,0
264,5,133,189.5,0
264,6,120,190,0
264,7,103,190,0
264,8,88.5,190,0
264,9,75,191,0
264,10,60,191,0
264,11,45,191,0
264,12,30,192,0
264,13,15,192.333333333333,0
265,1,315,180,0
265,2,296.5,180,0
265,3,278,180.5,0
265,4,259.5,181,0
265,5,241.5,181,0
265,6,224,181,0
265,7,206,181.5,0
265,8,188.5,181.5,0
265,9,171,182,0
265,10,153.5,182,0
265,11,136,182,0
265,12,118.5,182.5,0
265,13,101.5,182.5,0
265,14,83.5,182.5,0
265,15,66.5,182.5,0
265,16,49.5,183,0
265,17,32.5,183.5,0
265,18,15.5,183.833333333333,0
266,1,49.5,56,0
266,2,69.5,55.5,0
266,3,90.5,54.5,0
266,4,111.5,53.5,0
266,5,132.5,52.5,0
266,6,153.5,51.5,0
266,7,175,50.5,0
266,8,196.5,50,0
266,9,218.5,49,0
266,10,241,48,0
266,11,263,47,0
266,12,286.5,45.5,0
266,13,309.5,44.5,0
266,14,332.333333333333,43.3333333333333,0
267,1,319.5,165,0
267,2,299.5,165,0
267,3,279.5,166,0
267,4,260,166,0
267,5,241,166.5,0
267,6,221,167,0
267,7,202,167,0
267,8,183.5,168.5,0
267,9,164.5,168.5,0
267,10,146.5,169,0
267,11,128,169,0
267,12,110,169.5,0
267,13,92,170,0
267,14,73.5,170.5,0
267,15,56,172,0
267,16,38.5,171,0
267,17,20.6666666666667,171.333333333333,0
268,1,111,180.5,0
268,2,94.5,181,0
268,3,79,181.5,0
268,4,63.5,181.5,0
268,5,47.5,182.5,0
268,6,32,182.5,0
268,7,16.3333333333333,182.833333333333,0
269,1,55,48,0
269,2,75.5,47,0
269,3,96,46.5,0
269,4,116.5,45.5,0
269,5,137,44.5,0
269,6,158,44,0
269,7,179,43,0
269,8,201,42.5,0
269,9,222,41.5,0
269,10,243.5,40.5,0
269,11,265.5,39.5,0
269,12,289,39,0
269,13,312.5,38,0
269,14,335.5,37.1666666666667,0
270,1,40.5,86,0
270,2,58.5,85,0
270,3,77.5,84.5,0
270,4,96.5,84,0
270,5,115.5,83,0
270,6,134.5,82.5,0
270,7,153,81.5,0
270,8,174,80.5,0
270,9,193,79.5,0
270,10,214,79.5,0
270,11,235,78.5,0
270,12,255,74.5,0
270,13,276,74,0
270,14,296.5,74,0
270,15,318,72.5,0
270,16,339,71.8333333333333,0
271,1,314,185.5,0
271,2,297.5,185.5,0
271,3,281,186.5,0
271,4,265,186.5,0
271,5,249,186.5,0
271,6,232.5,187,0
271,7,217,187.5,0
271,8,201,187.5,0
271,9,185.5,187.5,0
271,10,170,188,0
271,11,154.5,188.5,0
271,12,139,188.833333333333,0
272,1,45,105,0
272,2,68.5,104,0
272,3,91.5,103,0
272,4,115.5,102.5,0
272,5,139,101.5,0
272,6,162,100,0
272,7,187,100,0
272,8,211.5,99,0
272,9,237,98,0
272,10,262,96.5,0
272,11,288.5,95.5,0
272,12,313.5,94.5,0
272,13,339,93.3333333333333,0
273,1,322,194,0
273,2,307.5,194,0
273,3,293,194,0
273,4,279.5,194,0
273,5,265.5,194.5,0
273,6,251,194.5,0
273,7,237,195,0
273,8,223.5,195,0
273,9,209.5,195,0
273,10,195,195,0
273,11,181.5,195.5,0
273,12,168,196,0
273,13,154.5,196,0
273,14,141,196,0
273,15,127,196.5,0
273,16,114,196.5,0
273,17,101,197,0
273,18,87.5,197,0
273,19,74,197,0
273,20,61.5,197.5,0
273,21,48,197.5,0
273,22,35.5,198,0
273,23,22,198.5,0
273,24,8.83333333333333,198.833333333333,0
274,1,50,47,0
274,2,71,46,0
274,3,92,45,0
274,4,113,44,0
274,5,134.5,43,0
274,6,156,42,0
274,7,178,41,0
274,8,200.5,40,0
274,9,222.5,39.5,0
274,10,244.5,38.5,0
274,11,266.5,37.5,0
274,12,291.5,36.5,0
274,13,314.5,35.5,0
275,1,107,113.5,0
275,2,136,112.5,0
275,3,165.5,111.5,0
275,4,195.5,110.5,0
275,5,226.5,109.5,0
275,6,257,108.5,0
275,7,288,107.5,0
275,8,318.833333333333,106.5,0
276,1,48.5,81,0
276,2,72,80,0
276,3,95.5,79,0
276,4,119.5,78,0
276,5,144.5,77,0
276,6,168,75.5,0
276,7,194,74.5,0
276,8,221.5,73.5,0
276,9,245,72.5,0
276,10,271.5,71,0
276,11,297,70,0
276,12,322.166666666667,68.8333333333333,0
277,1,310.5,169,0
277,2,289.5,170,0
277,3,268.5,170,0
277,4,247,171,0
277,5,226,171,0
277,6,206,172,0
277,7,185.5,172,0
277,8,165.5,172.5,0
277,9,146,173,0
277,10,126,173,0
277,11,106.5,173.5,0
277,12,87.5,174.5,0
277,13,68,174.5,0
277,14,49.5,175.5,0
277,15,30,175.5,0
277,16,10.8333333333333,175.833333333333,0
278,1,232,178,0
278,2,214,177.5,0
278,3,196,177.5,0
278,4,178,179,0
278,5,161,178.5,0
278,6,143,179,0
278,7,126.5,180,0
278,8,109.5,179.5,0
278,9,92.5,180,0
278,10,75.5,181,0
278,11,59,181,0
278,12,42.5,181,0
278,13,26,182,0
278,14,9.5,182.333333333333,0
279,1,52.5,83,0
279,2,80.5,81.5,0
279,3,108.5,80,0
279,4,137.5,79,0
279,5,166,78,0
279,6,194.5,76.5,0
279,7,226,75,0
279,8,256.5,73.5,0
279,9,287,72.5,0
279,10,317.833333333333,71.1666666666667,0
280,1,309.5,167,0
280,2,288,167.5,0
280,3,266.5,168,0
280,4,245.5,168.5,0
280,5,224.5,169.5,0
280,6,203.5,169.5,0
280,7,183.5,170,0
280,8,162.5,170.5,0
280,9,142.5,170.5,0
280,10,122.5,171.5,0
280,11,103.5,171.5,0
280,12,83.8333333333333,171.833333333333,0
281,1,41,46.5,0
281,2,62,45.5,0
281,3,84.5,45,0
281,4,106.5,44,0
281,5,129,43.5,0
281,6,151.5,42,0
281,7,175,41.5,0
281,8,198,40.5,0
281,9,221,39.5,0
281,10,244,38.5,0
281,11,268.5,38,0
281,12,292.5,36.5,0
281,13,316.333333333333,35.5,0
282,1,316,186,0
282,2,299,186,0
282,3,281.5,186,0
282,4,264,186.5,0
282,5,248,187,0
282,6,231,187,0
282,7,214,187.5,0
282,8,197.5,187.5,0
282,9,181.5,188,0
282,10,165.5,188.5,0
282,11,149.5,188.5,0
282,12,133.5,189,0
282,13,118,189.5,0
282,14,102.5,189.5,0
282,15,87,189.5,0
282,16,72,190.5,0
282,17,56.5,190.5,0
282,18,41,190.5,0
282,19,26,191.5,0
282,20,10.6666666666667,191.833333333333,0
283,1,307,166.5,0
283,2,284.5,166.5,0
283,3,262.5,167,0
283,4,241.5,167.5,0
283,5,220,167.5,0
283,6,199,169,0
283,7,178,169,0
283,8,157.5,169.5,0
283,9,137,169.5,0
283,10,116,171,0
283,11,96.5,171,0
283,12,76,171.5,0
283,13,56,172,0
283,14,37,172,0
283,15,17.1666666666667,172.333333333333,0
284,1,327,194.5,0
284,2,311.5,194.5,0
284,3,295.5,195,0
284,4,281,195.5,0
284,5,265.5,195.5,0
284,6,251,195.5,0
284,7,236,196,0
284,8,221.5,196,0
284,9,206.5,196,0
284,10,191.5,196,0
284,11,178.5,196.5,0
284,12,164,197,0
284,13,148.5,197,0
284,14,135,197,0
284,15,121.5,198,0
284,16,106,198,0
284,17,91.5,198,0
284,18,78,198.5,0
284,19,64.5,198,0
284,20,50,199,0
284,21,36,199,0
284,22,22,199.166666666667,0
285,1,313.5,177.5,0
285,2,294,178,0
285,3,274.5,178,0
285,4,255.5,178.5,0
285,5,237,179,0
285,6,219.5,179,0
285,7,200.5,180,0
285,8,182.5,180,0
285,9,165,180.5,0
285,10,146.5,181,0
285,11,129,181,0
285,12,112,182,0
285,13,94.5,182,0
285,14,78,182.5,0
285,15,60.5,183,0
285,16,44,183,0
285,17,27,183.5,0
285,18,10,183.833333333333,0
286,1,45,46,0
286,2,65.5,45,0
286,3,87,44.5,0
286,4,108,43.5,0
286,5,129,42.5,0
286,6,149.5,43,0
286,7,171.5,42,0
286,8,193.5,40.5,0
286,9,216,40,0
286,10,237.5,38.5,0
286,11,260,38.5,0
286,12,283.5,37,0
286,13,306.5,35.5,0
286,14,329.5,34.5,0
287,1,320.5,186.5,0
287,2,304,187,0
287,3,287,187,0
287,4,271,187.5,0
287,5,255,187.5,0
287,6,239,188,0
287,7,223,188.5,0
287,8,206.5,188.5,0
287,9,191,188.5,0
287,10,175,189.5,0
287,11,159.5,189.5,0
287,12,144,189.5,0
287,13,129,190,0
287,14,113.5,190.5,0
287,15,98.5,190.5,0
287,16,83.5,190.5,0
287,17,69,191,0
287,18,54,191.5,0
287,19,39,191.5,0
287,20,24.5,192,0
287,21,9.66666666666667,192.333333333333,0
288,1,46.5,58,0
288,2,67,57.5,0
288,3,86,56.5,0
288,4,105.5,55.5,0
288,5,125,54.5,0
288,6,145.5,53.5,0
288,7,165.5,52.5,0
288,8,186,51.5,0
288,9,206.5,50.5,0
288,10,228,49.5,0
288,11,249,48.5,0
288,12,270,47.5,0
288,13,291.5,46,0
288,14,314,45,0
288,15,335.666666666667,43.8333333333333,0
289,1,43,86.5,0
289,2,69,85.5,0
289,3,95.5,84.5,0
289,4,122.5,83,0
289,5,149,81.8333333333333,0
290,1,48,59,0
290,2,68,58.5,0
290,3,88,57.5,0
290,4,108,56.5,0
290,5,128.5,55.5,0
290,6,147,54.5,0
290,7,167.5,53.5,0
290,8,187.333333333333,52.5,0
291,1,34.5,122.5,0
291,2,58.5,120.5,0
291,3,82.5,119.5,0
291,4,107.5,119.5,0
291,5,132.5,118.5,0
291,6,157,117.5,0
291,7,183,116.5,0
291,8,208.5,116,0
291,9,234.5,114.5,0
291,10,261,113.5,0
291,11,288.5,112.5,0
291,12,316,111.5,0
291,13,343.166666666667,110.5,0
292,1,323,197,0
292,2,309,197.5,0
292,3,295,197.5,0
292,4,281.5,197.5,0
292,5,268,197.5,0
292,6,255.5,198.5,0
292,7,242,198.5,0
292,8,228,198.5,0
292,9,215,198.5,0
292,10,202,199,0
292,11,188.5,199.5,0
292,12,175.5,199.5,0
292,13,162.5,199.5,0
292,14,149.5,200,0
292,15,136.5,200,0
292,16,123.5,200.5,0
292,17,110.5,200.5,0
292,18,97.5,200.666666666667,0
293,1,322,187,0
293,2,303.5,186.5,0
293,3,285,187,0
293,4,266.5,188,0
293,5,247.5,187.5,0
293,6,229.5,188,0
293,7,212.5,188,0
293,8,194,189,0
293,9,176.5,188.5,0
293,10,158.5,189,0
293,11,141.5,190,0
293,12,124,190,0
293,13,106.5,190,0
293,14,90,190,0
293,15,74,191,0
293,16,57.5,190.5,0
293,17,40.5,191,0
293,18,23,192.5,0
293,19,6,193,0
294,1,317,194.5,0
294,2,303.5,194.5,0
294,3,290,194.5,0
294,4,276.5,194.5,0
294,5,262.5,195,0
294,6,249.5,195,0
294,7,236.5,195,0
294,8,223.5,195,0
294,9,209.5,195,0
294,10,196.5,196,0
294,11,184,196,0
294,12,171,196,0
294,13,158,196,0
294,14,145.5,197,0
294,15,133,197,0
294,16,120,197,0
294,17,107.5,197,0
294,18,95,197.5,0
294,19,83,198,0
294,20,70.5,198,0
294,21,58.5,198,0
294,22,46,198,0
