x,y,z,trajectory,cluster
157,171.5,0,233,4
137,172,0,233,4
118,172.5,0,233,4
98,173,0,233,4
79,174,0,233,4
59,174,0,233,4
41,174.5,0,233,4
22,175,0,233,4
309.5,166.5,0,234,4
287.5,166.5,0,234,4
266.5,167.5,0,234,4
245,167.5,0,234,4
223.5,168,0,234,4
202.5,169,0,234,4
182,169,0,234,4
161.5,169.5,0,234,4
141,170,0,234,4
121,171,0,234,4
101,170.5,0,234,4
81,172,0,234,4
61.5,172,0,234,4
43,172.5,0,234,4
23.66667,173.1667,0,234,4
305,167.5,0,235,4
283.5,168,0,235,4
261.5,168.5,0,235,4
241,169,0,235,4
220,169.5,0,235,4
199,170,0,235,4
178,170.5,0,235,4
157.5,171,0,235,4
137.5,171.5,0,235,4
117.5,172,0,235,4
97,172,0,235,4
78,173,0,235,4
58.5,173,0,235,4
39,174,0,235,4
19.66667,174.6667,0,235,4
307.5,167,0,236,4
285,168,0,236,4
263.5,168,0,236,4
242.5,168.5,0,236,4
221,169,0,236,4
199.5,169.5,0,236,4
179.5,170,0,236,4
159.5,170.5,0,236,4
139.5,170.5,0,236,4
119.5,171.5,0,236,4
99.5,171.5,0,236,4
79.5,172,0,236,4
60,173,0,236,4
40,173,0,236,4
20.16667,173.5,0,236,4
321.5,167,0,237,4
301,168,0,237,4
281.5,168,0,237,4
262,168.5,0,237,4
242.5,169,0,237,4
223,169.5,0,237,4
204,169,0,237,4
185,170,0,237,4
167,170.5,0,237,4
148,171,0,237,4
130,171,0,237,4
111.5,171.5,0,237,4
93.5,172.5,0,237,4
75.5,172.5,0,237,4
57,173,0,237,4
39,173.5,0,237,4
20.83333,173.8333,0,237,4
308.5,167.5,0,238,4
288.5,167.5,0,238,4
268.5,168,0,238,4
250,168.5,0,238,4
231.5,168.5,0,238,4
212,169,0,238,4
193,170,0,238,4
174.5,170,0,238,4
156.5,171,0,238,4
138.5,171,0,238,4
120,171,0,238,4
103,172,0,238,4
85,172,0,238,4
68,172.5,0,238,4
50.5,173,0,238,4
33,173,0,238,4
15.66667,173.3333,0,238,4
319,169.5,0,239,4
299,169,0,239,4
279,170.5,0,239,4
259,170.5,0,239,4
240,169,0,239,4
220.5,171.5,0,239,4
201.5,171.5,0,239,4
182,170.5,0,239,4
163,172.5,0,239,4
145,172.5,0,239,4
126,172,0,239,4
108,174,0,239,4
89.5,174,0,239,4
71,172.5,0,239,4
53,175,0,239,4
35,175,0,239,4
16.83333,175.3333,0,239,4
317.5,166.5,0,240,4
297.5,167.5,0,240,4
277,167.5,0,240,4
257,168.5,0,240,4
237,168.5,0,240,4
217.5,169,0,240,4
198.5,170,0,240,4
179.5,170,0,240,4
160.5,170.5,0,240,4
141.5,170.5,0,240,4
122.5,170.5,0,240,4
104,172,0,240,4
85.5,171.5,0,240,4
67.5,172,0,240,4
49,173,0,240,4
30.5,173,0,240,4
12.16667,173.5,0,240,4
307,167,0,241,4
286.5,167.5,0,241,4
266,168,0,241,4
245.5,168.5,0,241,4
225.5,169,0,241,4
206,169,0,241,4
186,170,0,241,4
167,170.5,0,241,4
148,170.5,0,241,4
128.5,171.5,0,241,4
109.5,171.5,0,241,4
91.5,172,0,241,4
72.5,172.5,0,241,4
54,173,0,241,4
36.5,173.5,0,241,4
18.16667,174,0,241,4
304,167.5,0,242,4
283.5,167.5,0,242,4
263,168,0,242,4
243,168.5,0,242,4
222.5,168.5,0,242,4
203,169.5,0,242,4
183.5,170,0,242,4
163.5,170.5,0,242,4
145,170.5,0,242,4
126,170.5,0,242,4
107,171.5,0,242,4
88,172,0,242,4
69.5,172,0,242,4
51,173,0,242,4
33,173,0,242,4
14.66667,173.3333,0,242,4
320.5,166,0,243,4
298,166,0,243,4
277.5,166,0,243,4
255.5,167,0,243,4
234.5,167,0,243,4
213.5,168,0,243,4
192.5,167.5,0,243,4
172.5,169,0,243,4
151.5,169,0,243,4
131.5,170,0,243,4
112,170,0,243,4
92.5,170,0,243,4
72.5,171,0,243,4
53.5,171.5,0,243,4
34.5,171.5,0,243,4
15.16667,172,0,243,4
313.5,167.5,0,244,4
292,168,0,244,4
270.5,168.5,0,244,4
249.5,169,0,244,4
228,169,0,244,4
207.5,170,0,244,4
187,170.5,0,244,4
166.5,171,0,244,4
146,171,0,244,4
126,171.5,0,244,4
106,172.5,0,244,4
86.5,172.5,0,244,4
66.5,173.5,0,244,4
47.5,173,0,244,4
28.5,174,0,244,4
9.166667,174.5,0,244,4
320,166.5,0,245,4
297.5,166.5,0,245,4
276,167,0,245,4
255,168,0,245,4
223,168,0,245,4
202.5,168.5,0,245,4
181.5,169,0,245,4
161.5,170,0,245,4
141.5,170,0,245,4
121.5,171.5,0,245,4
101.5,171.5,0,245,4
82,172,0,245,4
62.5,172.5,0,245,4
43,172.5,0,245,4
23.5,172.8333,0,245,4
263.5,167,0,246,4
241,168,0,246,4
221,168.5,0,246,4
199.5,169,0,246,4
177.5,168.5,0,246,4
158,169.5,0,246,4
137,170,0,246,4
116,170,0,246,4
96,171.5,0,246,4
75.5,171.5,0,246,4
56,172.5,0,246,4
35.5,172.5,0,246,4
15.33333,172.8333,0,246,4
315,166.5,0,247,4
293,167,0,247,4
271.5,167.5,0,247,4
250,168,0,247,4
228.5,168,0,247,4
207.5,169,0,247,4
187,169,0,247,4
166,170,0,247,4
146,170.5,0,247,4
126,170.5,0,247,4
106,171.5,0,247,4
85.5,172,0,247,4
66.5,172.5,0,247,4
46.5,173,0,247,4
27.5,173,0,247,4
8.166667,173.3333,0,247,4
268.5,167.5,0,248,4
246.5,168,0,248,4
225.5,168.5,0,248,4
205,169,0,248,4
184,169,0,248,4
164,170,0,248,4
143.5,170,0,248,4
123.5,171,0,248,4
103.5,171.5,0,248,4
83.5,171.5,0,248,4
64.5,172.5,0,248,4
45.5,172.5,0,248,4
26,173,0,248,4
6.833333,173.5,0,248,4
140,180,0,249,4
122,180.5,0,249,4
104,180.5,0,249,4
86,181,0,249,4
69,181.5,0,249,4
51,181.5,0,249,4
33.5,182.5,0,249,4
16,183,0,249,4
303,168.5,0,250,4
282,169.5,0,250,4
260.5,169.5,0,250,4
239.5,170.5,0,250,4
219,170.5,0,250,4
199,171.5,0,250,4
178.5,171.5,0,250,4
158.5,172,0,250,4
138.5,172.5,0,250,4
119.5,172.5,0,250,4
99.5,173.5,0,250,4
80.5,174,0,250,4
61,175,0,250,4
42,174.5,0,250,4
22.83333,174.8333,0,250,4
303.5,169,0,251,4
282,169.5,0,251,4
261.5,170,0,251,4
240.5,170.5,0,251,4
220,171,0,251,4
200,171,0,251,4
180,172,0,251,4
159.5,172,0,251,4
140,173,0,251,4
120.5,173,0,251,4
101.5,173.5,0,251,4
82.5,174,0,251,4
63.5,174.5,0,251,4
44.5,174.5,0,251,4
25.5,174.8333,0,251,4
300,170.5,0,252,4
279,171,0,252,4
258,171,0,252,4
237.5,171,0,252,4
216.5,172,0,252,4
196,172.5,0,252,4
175.5,173.5,0,252,4
156.5,173,0,252,4
136.5,173.5,0,252,4
117,174.5,0,252,4
98,174.5,0,252,4
79,175,0,252,4
59.5,175.5,0,252,4
41.5,175.5,0,252,4
22.66667,175.8333,0,252,4
307,169,0,253,4
287.5,169,0,253,4
268,169.5,0,253,4
249,170,0,253,4
230.5,170,0,253,4
211.5,171,0,253,4
193,171,0,253,4
174.5,172,0,253,4
157,172,0,253,4
139,172.5,0,253,4
121.5,173,0,253,4
103.5,173.5,0,253,4
86.5,173.5,0,253,4
68.5,174.5,0,253,4
51.5,174.5,0,253,4
34,175,0,253,4
16.5,175.5,0,253,4
319.5,166.5,0,254,4
298.5,167,0,254,4
277.5,167.5,0,254,4
257,167.5,0,254,4
236.5,168.5,0,254,4
216.5,169,0,254,4
196.1667,169.5,0,254,4
148,169.5,0,255,4
127.5,170.5,0,255,4
107,171,0,255,4
86.5,172,0,255,4
65.5,172,0,255,4
46,172.5,0,255,4
26,173,0,255,4
5.833333,173.3333,0,255,4
319.5,165,0,256,4
299.5,165,0,256,4
279.5,166,0,256,4
260,166,0,256,4
241,166.5,0,256,4
221,167,0,256,4
202,167,0,256,4
183.5,168.5,0,256,4
164.5,168.5,0,256,4
146.5,169,0,256,4
128,169,0,256,4
110,169.5,0,256,4
92,170,0,256,4
73.5,170.5,0,256,4
56,172,0,256,4
38.5,171,0,256,4
20.66667,171.3333,0,256,4
111,180.5,0,257,4
94.5,181,0,257,4
79,181.5,0,257,4
63.5,181.5,0,257,4
47.5,182.5,0,257,4
32,182.5,0,257,4
16.33333,182.8333,0,257,4
310.5,169,0,258,4
289.5,170,0,258,4
268.5,170,0,258,4
247,171,0,258,4
226,171,0,258,4
206,172,0,258,4
185.5,172,0,258,4
165.5,172.5,0,258,4
146,173,0,258,4
126,173,0,258,4
106.5,173.5,0,258,4
87.5,174.5,0,258,4
68,174.5,0,258,4
49.5,175.5,0,258,4
30,175.5,0,258,4
10.83333,175.8333,0,258,4
309.5,167,0,259,4
288,167.5,0,259,4
266.5,168,0,259,4
245.5,168.5,0,259,4
224.5,169.5,0,259,4
203.5,169.5,0,259,4
183.5,170,0,259,4
162.5,170.5,0,259,4
142.5,170.5,0,259,4
122.5,171.5,0,259,4
103.5,171.5,0,259,4
83.83334,171.8333,0,259,4
307,166.5,0,260,4
284.5,166.5,0,260,4
262.5,167,0,260,4
241.5,167.5,0,260,4
220,167.5,0,260,4
199,169,0,260,4
178,169,0,260,4
157.5,169.5,0,260,4
137,169.5,0,260,4
116,171,0,260,4
96.5,171,0,260,4
76,171.5,0,260,4
56,172,0,260,4
37,172,0,260,4
17.16667,172.3333,0,260,4
304.5,167,0,261,4
283,167.5,0,261,4
262.5,167.5,0,261,4
242,168,0,261,4
221,169,0,261,4
201,169,0,261,4
181.5,169,0,261,4
161,170.5,0,261,4
142,170,0,261,4
122,171,0,261,4
103,172,0,261,4
84,172,0,261,4
65,172,0,261,4
46.5,172.5,0,261,4
27.5,173,0,261,4
8.666667,173.3333,0,261,4
304,166.5,0,262,4
282.5,166.5,0,262,4
262,166.5,0,262,4
241.5,167.5,0,262,4
220,167.5,0,262,4
200.5,168,0,262,4
180.5,169,0,262,4
161.5,169,0,262,4
142.5,169.5,0,262,4
123,170,0,262,4
103.5,171,0,262,4
84,171,0,262,4
66,172,0,262,4
46.5,172,0,262,4
27.5,172,0,262,4
8.666667,172.3333,0,262,4
308,167,0,263,4
288.5,167.5,0,263,4
269,167.5,0,263,4
248.5,168,0,263,4
229.5,168.5,0,263,4
210,169,0,263,4
191.5,169.5,0,263,4
172.5,170,0,263,4
154,170,0,263,4
135,170.5,0,263,4
117,170.5,0,263,4
98.5,172,0,263,4
81,172,0,263,4
63.5,172.5,0,263,4
45.5,173,0,263,4
28,173,0,263,4
10.33333,173.3333,0,263,4
325.5,167.5,0,264,4
303,168,0,264,4
279.5,168.5,0,264,4
257.5,168.5,0,264,4
235.5,169.5,0,264,4
213.5,169.5,0,264,4
192,170.5,0,264,4
172,170.5,0,264,4
150.5,171.5,0,264,4
129.5,171.5,0,264,4
109,171.5,0,264,4
87.5,172.5,0,264,4
67.5,172.5,0,264,4
46.5,173.5,0,264,4
27,173.5,0,264,4
6.833333,173.8333,0,264,4
149.5,187,0,265,4
122,187.5,0,265,4
94,188,0,265,4
56.5,189.5,0,265,4
25.5,190.3333,0,265,4
321,168.5,0,266,4
273,169.5,0,266,4
239,170.5,0,266,4
192.5,171.5,0,266,4
148,172.5,0,266,4
126,173,0,266,4
93,174,0,266,4
50.5,175,0,266,4
18,175.8333,0,266,4
306,167,0,267,4
284.5,167,0,267,4
264,167.5,0,267,4
243,168,0,267,4
222.5,168,0,267,4
203,168.5,0,267,4
182.5,168.5,0,267,4
163.5,169,0,267,4
143.5,169.5,0,267,4
123.5,170.5,0,267,4
104.5,171,0,267,4
85.5,172.5,0,267,4
67,172.5,0,267,4
48,172.5,0,267,4
29,173.5,0,267,4
10.16667,173.8333,0,267,4
296.5,167,0,268,4
275,167.5,0,268,4
254.5,168,0,268,4
234.5,168,0,268,4
213.5,168.5,0,268,4
193.5,169,0,268,4
175,170,0,268,4
155,170,0,268,4
135.5,170.5,0,268,4
116,171,0,268,4
97,171.5,0,268,4
78.5,172,0,268,4
59.5,172.5,0,268,4
41.5,173,0,268,4
23,173.5,0,268,4
325.5,166.5,0,269,4
305,167,0,269,4
284,167.5,0,269,4
264.5,168,0,269,4
246.5,168.5,0,269,4
224.5,169,0,269,4
205.5,169.5,0,269,4
186,170,0,269,4
166.5,170.5,0,269,4
148,170.5,0,269,4
129.5,170.5,0,269,4
109.5,172,0,269,4
92,172,0,269,4
73.5,172.5,0,269,4
54.5,173,0,269,4
37.5,173,0,269,4
19.33333,173.3333,0,269,4
317.5,168.5,0,270,4
294.5,168.5,0,270,4
273.5,169.5,0,270,4
251.5,170,0,270,4
230.5,170.5,0,270,4
208.5,171,0,270,4
187.5,171,0,270,4
167,171.5,0,270,4
146,172,0,270,4
125,173,0,270,4
105,173.5,0,270,4
85,173.5,0,270,4
64.5,174,0,270,4
45,174,0,270,4
25,174.1667,0,270,4
206.5,168.5,0,271,4
185.5,169,0,271,4
164.5,169,0,271,4
144,170,0,271,4
124,170.5,0,271,4
103.5,171.5,0,271,4
83.5,172,0,271,4
63.5,172,0,271,4
43.5,172.5,0,271,4
23.5,172.8333,0,271,4
224.5,167,0,272,4
179.5,168,0,272,4
157.5,168,0,272,4
135.5,168.5,0,272,4
114,169.5,0,272,4
93,170,0,272,4
71.5,170,0,272,4
50,171,0,272,4
29,171,0,272,4
7.666667,171.3333,0,272,4
304,169.5,0,273,4
282.5,169.5,0,273,4
260,170.5,0,273,4
239.5,170.5,0,273,4
218,171.5,0,273,4
196.5,171.5,0,273,4
176,172.5,0,273,4
155.5,172.5,0,273,4
135.5,173,0,273,4
115,173.5,0,273,4
95,174,0,273,4
75,175,0,273,4
55.5,175,0,273,4
36,176,0,273,4
16.33333,176.6667,0,273,4
318.5,165.5,0,274,4
295.5,166.5,0,274,4
272.5,166.5,0,274,4
252,167,0,274,4
230.5,168,0,274,4
206.5,168,0,274,4
186,168.5,0,274,4
165.5,169,0,274,4
144,169.5,0,274,4
123,170.5,0,274,4
102,171,0,274,4
85,171.5,0,274,4
62,171.5,0,274,4
42,172,0,274,4
22,172.5,0,274,4
1,172.8333,0,274,4
303,167.5,0,275,4
281.5,168,0,275,4
260,168.5,0,275,4
239,168.5,0,275,4
217.5,169,0,275,4
197,170,0,275,4
176,170,0,275,4
156,171,0,275,4
136,171,0,275,4
115,171.5,0,275,4
96,172,0,275,4
76,172.5,0,275,4
56.5,173,0,275,4
37,173.5,0,275,4
17.33333,174,0,275,4
320.5,178.5,0,276,4
301.5,179,0,276,4
282.5,179,0,276,4
263,179.5,0,276,4
244.5,179.5,0,276,4
225.5,180.5,0,276,4
207.5,180.5,0,276,4
189,180.8333,0,276,4
321.5,166.5,0,277,4
299.5,166.5,0,277,4
277.5,167.5,0,277,4
255.5,167.5,0,277,4
223,168,0,277,4
202,169,0,277,4
171,169.5,0,277,4
150,169.5,0,277,4
119.5,170.5,0,277,4
90.5,172,0,277,4
70,172,0,277,4
50.5,172,0,277,4
31,173,0,277,4
11.16667,173.3333,0,277,4
308.5,167,0,278,4
286.5,168,0,278,4
264.5,168,0,278,4
243,169,0,278,4
221,169,0,278,4
200,170,0,278,4
178.5,170,0,278,4
157.5,170.5,0,278,4
137,171,0,278,4
116.5,171.5,0,278,4
95.5,172.5,0,278,4
75.5,173,0,278,4
55.5,173.5,0,278,4
36,174.5,0,278,4
16.16667,175.1667,0,278,4
322,167.5,0,279,4
299.5,168,0,279,4
277,168.5,0,279,4
255,169,0,279,4
233.5,169,0,279,4
212,170,0,279,4
190.5,170,0,279,4
169.5,171,0,279,4
148.5,171,0,279,4
128,171.5,0,279,4
107.5,171.5,0,279,4
87.5,172,0,279,4
67,173,0,279,4
47,173,0,279,4
27.5,173.5,0,279,4
7.5,174,0,279,4
304.5,167,0,280,4
281.5,167,0,280,4
259.5,168,0,280,4
238,168.5,0,280,4
215,169,0,280,4
194,169.5,0,280,4
172.5,170,0,280,4
150.6667,170.5,0,280,4
307.5,168,0,281,4
286,168.5,0,281,4
264.5,168.5,0,281,4
243.5,169.5,0,281,4
222,169.5,0,281,4
201,170.5,0,281,4
180.5,170.5,0,281,4
160,171.5,0,281,4
140,171.5,0,281,4
119.5,172,0,281,4
100,172.5,0,281,4
80.5,173,0,281,4
60.5,173,0,281,4
41.5,173.5,0,281,4
22,173.8333,0,281,4
306.5,177,0,282,4
285,177,0,282,4
264.5,178,0,282,4
243.5,178,0,282,4
223.5,178.5,0,282,4
203,179,0,282,4
183,179.5,0,282,4
163,179.5,0,282,4
143.5,180,0,282,4
123.6667,180.3333,0,282,4
305.5,169,0,283,4
285,169,0,283,4
264.5,169.5,0,283,4
244,170,0,283,4
223.5,170,0,283,4
203,170.5,0,283,4
183,171,0,283,4
163.5,171.5,0,283,4
143.5,172,0,283,4
124,172,0,283,4
105,172.5,0,283,4
85,173,0,283,4
66,173,0,283,4
47,173.5,0,283,4
28.5,174,0,283,4
9.666667,174.3333,0,283,4
319.5,167,0,284,4
298,167,0,284,4
277,167.5,0,284,4
256,168,0,284,4
235.5,168.5,0,284,4
215,169.5,0,284,4
194.5,170,0,284,4
174,170.5,0,284,4
154.5,171,0,284,4
135,171,0,284,4
115.1667,171.3333,0,284,4
321.5,172.5,0,285,4
300.5,172.5,0,285,4
279,173.5,0,285,4
258.5,173.5,0,285,4
238,173.5,0,285,4
217,174.5,0,285,4
196.5,174.5,0,285,4
176.5,175,0,285,4
156.5,175.5,0,285,4
136.5,175.5,0,285,4
117.5,176,0,285,4
97.5,176,0,285,4
78,175,0,285,4
59,177,0,285,4
40,177,0,285,4
20.83333,177.3333,0,285,4
266.5,166,0,286,4
244,167,0,286,4
210.5,167,0,286,4
188.5,167.5,0,286,4
166.5,168.5,0,286,4
145.5,169,0,286,4
124,169,0,286,4
102.5,170.5,0,286,4
81.5,170.5,0,286,4
61,171.5,0,286,4
41,171.5,0,286,4
20.5,171.8333,0,286,4
302.5,169,0,287,4
279.5,170,0,287,4
257,170.5,0,287,4
234.5,171,0,287,4
212.5,171.5,0,287,4
189.5,172.5,0,287,4
168.5,172.5,0,287,4
146.5,172.5,0,287,4
125,173.5,0,287,4
103.5,173.5,0,287,4
82.5,174.5,0,287,4
62,174.5,0,287,4
41,175,0,287,4
20.16667,175.5,0,287,4
316,166,0,288,4
295,166.5,0,288,4
273.5,167,0,288,4
253,167.5,0,288,4
232.5,168,0,288,4
211.5,169,0,288,4
191.5,169,0,288,4
172,169.5,0,288,4
153.5,170,0,288,4
132.5,170,0,288,4
114.5,171,0,288,4
94,171.5,0,288,4
75.5,172,0,288,4
55.5,172,0,288,4
37.5,172,0,288,4
18.66667,172.1667,0,288,4
311.5,168.5,0,289,4
290.5,169,0,289,4
269.5,169.5,0,289,4
248.5,170,0,289,4
228,170,0,289,4
208.5,171,0,289,4
188,171,0,289,4
168.5,171.5,0,289,4
148.5,172,0,289,4
129.5,172.5,0,289,4
110.5,173,0,289,4
91,173,0,289,4
72,173.5,0,289,4
53.5,174,0,289,4
35,174.5,0,289,4
16.33333,175,0,289,4
258.5,169.5,0,290,4
240,170,0,290,4
220,170,0,290,4
202,170.5,0,290,4
183.5,170.5,0,290,4
165,171.5,0,290,4
146.5,172,0,290,4
128,172,0,290,4
110.5,173,0,290,4
93,173.5,0,290,4
74.5,173.5,0,290,4
57.5,174.5,0,290,4
40,174.5,0,290,4
22.33333,174.8333,0,290,4
316,166.5,0,291,4
296,167,0,291,4
276,167.5,0,291,4
247,168,0,291,4
218,169,0,291,4
199.5,169,0,291,4
180,169.5,0,291,4
161.5,169.5,0,291,4
143.5,170,0,291,4
124.5,170.5,0,291,4
106.5,171,0,291,4
89.5,172,0,291,4
70.5,172,0,291,4
53,173,0,291,4
35,173,0,291,4
16.83333,173.3333,0,291,4
302.5,166.5,0,292,4
280,167,0,292,4
257.5,167.5,0,292,4
236,168,0,292,4
213,168,0,292,4
190.5,169,0,292,4
170,170,0,292,4
149,170,0,292,4
127,170.5,0,292,4
107,171.5,0,292,4
87,171.5,0,292,4
66,172.5,0,292,4
46,173,0,292,4
25.66667,173.5,0,292,4
312,169,0,293,4
289.5,169.5,0,293,4
266.5,170,0,293,4
244.5,170.5,0,293,4
222.5,171.5,0,293,4
200.5,171.5,0,293,4
179,170.5,0,293,4
157.5,172.5,0,293,4
136.5,173,0,293,4
115.5,173.5,0,293,4
95.5,174,0,293,4
74,175,0,293,4
54,175,0,293,4
33,175.5,0,293,4
12.16667,176,0,293,4
311,169,0,294,4
290.5,170,0,294,4
271,169.5,0,294,4
251,170.5,0,294,4
231.5,171.5,0,294,4
212.5,171.5,0,294,4
193,172.5,0,294,4
175,173,0,294,4
156,173.5,0,294,4
137.5,173.5,0,294,4
119.5,174.5,0,294,4
101,174.5,0,294,4
83,175,0,294,4
66,175,0,294,4
48,176,0,294,4
30.5,176.5,0,294,4
13,177,0,294,4
302.5,167.5,0,295,4
282,168.5,0,295,4
260.5,169,0,295,4
240,169.5,0,295,4
219.5,170,0,295,4
189,170,0,295,4
159,172,0,295,4
140,172,0,295,4
120,172.5,0,295,4
101,173.5,0,295,4
82,173.5,0,295,4
54,173.5,0,295,4
32,173.8333,0,295,4
307,168.5,0,296,4
286,169.5,0,296,4
265.5,169.5,0,296,4
244.5,168,0,296,4
224.5,170.5,0,296,4
204,169.5,0,296,4
184.5,171.5,0,296,4
164,170.5,0,296,4
143.5,173,0,296,4
124.5,173,0,296,4
105,174,0,296,4
88,174,0,296,4
67,175,0,296,4
48,175,0,296,4
30,175.5,0,296,4
10.66667,176,0,296,4
319,167,0,297,4
298.5,167,0,297,4
278,168,0,297,4
257.5,168,0,297,4
238,168.5,0,297,4
218,169.5,0,297,4
198.5,169,0,297,4
179.5,169,0,297,4
160,170.5,0,297,4
141.5,170.5,0,297,4
122.5,171.5,0,297,4
103.5,172,0,297,4
85,172.5,0,297,4
67,172.5,0,297,4
49,172.5,0,297,4
30.5,173.5,0,297,4
12.33333,173.8333,0,297,4
305,165.5,0,298,4
284,165.5,0,298,4
263.5,166.5,0,298,4
245,166.5,0,298,4
225.5,167.5,0,298,4
203,168,0,298,4
184.5,168.5,0,298,4
165,168.5,0,298,4
146,169,0,298,4
125,170,0,298,4
106.5,171,0,298,4
79,171,0,298,4
59.5,171,0,298,4
40.5,171.5,0,298,4
22.5,171.5,0,298,4
3.666667,171.6667,0,298,4
319,168,0,299,4
297.5,168,0,299,4
277,169,0,299,4
257,169.5,0,299,4
237,170,0,299,4
216,170.5,0,299,4
196.5,171,0,299,4
177.5,171.5,0,299,4
157,171.5,0,299,4
137.5,172,0,299,4
119,172.5,0,299,4
100.5,172.5,0,299,4
80.5,173.5,0,299,4
62,174,0,299,4
44.5,174.5,0,299,4
25.83333,175.1667,0,299,4
312,167.5,0,300,4
291.5,168,0,300,4
271,168.5,0,300,4
251.5,168.5,0,300,4
231.5,169.5,0,300,4
211.5,169.5,0,300,4
192,170,0,300,4
173,170.5,0,300,4
154.5,170.5,0,300,4
135,171.5,0,300,4
118,171.5,0,300,4
98,172,0,300,4
80.5,172.5,0,300,4
60.5,173.5,0,300,4
43,174,0,300,4
24.66667,174.6667,0,300,4
317,166,0,301,4
295,166.5,0,301,4
275.5,167,0,301,4
256,167,0,301,4
236.5,168,0,301,4
214,168.5,0,301,4
196,169,0,301,4
176.5,168.5,0,301,4
159,169,0,301,4
140,169.5,0,301,4
120.5,170.5,0,301,4
101,171,0,301,4
83.5,171.5,0,301,4
64,171.5,0,301,4
45.5,172,0,301,4
28,172.5,0,301,4
9.5,172.8333,0,301,4
308.5,167,0,302,4
288.5,167.5,0,302,4
269,167.5,0,302,4
249.5,167,0,302,4
231.5,168,0,302,4
212,169,0,302,4
192.5,169,0,302,4
175,170.5,0,302,4
156.5,170.5,0,302,4
138,171,0,302,4
119.5,171,0,302,4
102,172.5,0,302,4
84,172.5,0,302,4
66,173,0,302,4
48,173.5,0,302,4
31,173.5,0,302,4
13.33333,173.8333,0,302,4
321,170,0,303,4
302.5,170,0,303,4
283.5,170.5,0,303,4
265,170.5,0,303,4
247,171.5,0,303,4
228.5,171,0,303,4
210.5,171.5,0,303,4
193,172.5,0,303,4
175,172.5,0,303,4
157,173.5,0,303,4
140,173.5,0,303,4
123,174,0,303,4
105,174.5,0,303,4
88,174.5,0,303,4
71.5,174.5,0,303,4
54.5,175,0,303,4
37.5,175.5,0,303,4
20.66667,175.8333,0,303,4
321,166.5,0,304,4
301,166.5,0,304,4
280.5,166.5,0,304,4
260,167.5,0,304,4
241,167.5,0,304,4
221,168,0,304,4
201.5,168,0,304,4
182,169,0,304,4
163.5,169.5,0,304,4
144.5,169.5,0,304,4
125.5,170.5,0,304,4
106.5,171,0,304,4
88.5,171.5,0,304,4
70,171.5,0,304,4
51,172,0,304,4
33,172,0,304,4
14.5,172.1667,0,304,4
312.5,166,0,305,4
282,166.5,0,305,4
263,166.5,0,305,4
243.5,167.5,0,305,4
224,167.5,0,305,4
205,168.5,0,305,4
187.5,169,0,305,4
167,169,0,305,4
151.5,170,0,305,4
133,170,0,305,4
114,171,0,305,4
96,171.5,0,305,4
82.5,171.5,0,305,4
60,172,0,305,4
42.5,172,0,305,4
24.5,172.5,0,305,4
5.166667,172.8333,0,305,4
308,168,0,306,4
286.5,168,0,306,4
265.5,168.5,0,306,4
244.5,169,0,306,4
223,169,0,306,4
202,170,0,306,4
182,170,0,306,4
161.5,171,0,306,4
141.5,171,0,306,4
121.5,171.5,0,306,4
101.5,172,0,306,4
81.5,172.5,0,306,4
61.5,173.5,0,306,4
42.5,173.5,0,306,4
22.83333,174,0,306,4
315,165.5,0,307,4
293.5,166,0,307,4
271.5,166.5,0,307,4
251,167,0,307,4
229,167.5,0,307,4
206.5,168.5,0,307,4
185.5,168.5,0,307,4
164.5,169.5,0,307,4
144.5,169.5,0,307,4
124,170.5,0,307,4
104,170.5,0,307,4
84,171,0,307,4
64,171.5,0,307,4
44,171.5,0,307,4
24.5,172,0,307,4
4.666667,172.3333,0,307,4
303,166.5,0,308,4
281.5,166,0,308,4
261,166.5,0,308,4
241.5,167.5,0,308,4
220,168.5,0,308,4
199.5,169,0,308,4
179.5,168.5,0,308,4
160,169,0,308,4
140.5,170,0,308,4
120.5,171.5,0,308,4
101,171.5,0,308,4
81.33334,172.3333,0,308,4
305.5,167,0,309,4
283,167.5,0,309,4
262.5,167.5,0,309,4
241.5,168.5,0,309,4
220,169,0,309,4
199,169.5,0,309,4
179.5,169.5,0,309,4
159,170,0,309,4
139,170,0,309,4
120,170.5,0,309,4
100.5,172,0,309,4
81,172,0,309,4
61.5,172,0,309,4
42.5,173,0,309,4
23.16667,173.3333,0,309,4
305,167.5,0,310,4
283.5,167.5,0,310,4
262.5,168.5,0,310,4
242,168.5,0,310,4
220.5,169,0,310,4
200,169,0,310,4
180,169,0,310,4
159.5,170.5,0,310,4
139.5,172,0,310,4
120,171,0,310,4
99.5,171.5,0,310,4
80.5,173.5,0,310,4
61,173,0,310,4
42,174.5,0,310,4
22.83333,175.5,0,310,4
304.5,167.5,0,311,4
282.5,168,0,311,4
260.5,168.5,0,311,4
240,168.5,0,311,4
218.5,170,0,311,4
197.5,170,0,311,4
177.5,171,0,311,4
156.5,171,0,311,4
136.5,171.5,0,311,4
116.5,172.5,0,311,4
96.5,172.5,0,311,4
76.5,173,0,311,4
56.5,173,0,311,4
37.5,173,0,311,4
17.83333,173.1667,0,311,4
304,168.5,0,312,4
282.5,169,0,312,4
261.5,169.5,0,312,4
241.5,170,0,312,4
220.5,171,0,312,4
200,171,0,312,4
180,171.5,0,312,4
159.5,171.5,0,312,4
